Name,Town,Description,seg
福人登山步道,楊梅區,沒那麼困難，征服第一條山林步道就從這開始！集結和緩坡度、低海拔等爬山入門款條件，全家大小的山林健走之行，即刻出發！,"['山林', '步道', '那麼', '困難', '這開始', '集結', '入門款', '條件', '健走', '出發', '爬山', '之行', '即刻', '坡度', '全家', '征服', '海拔', '大小', '第一']"
觀新藻礁生態系野生動物保護區,觀音區,號稱全台面積最大的千年植物藻礁，因其生長速度緩慢，每一方寸都是彌足珍貴，每逢春夏更是吸引不少旅人來一探潮間帶的生態奧秘。,"['號稱', '藻礁', '生長', '緩慢', '每一', '彌足', '珍貴', '探潮間', '生態', '奧秘', '旅人', '方寸', '台面', '春夏', '每逢', '千年', '因其', '吸引', '更是', '植物', '速度', '不少', '最大']"
菱潭街興創基地,龍潭區,曾經的市場美食街，閒置14年後，因著一間間的文創店鋪進駐，注入一股藝文能量，而再度匯聚人潮，成功塑造了另一種在地人文新風貌。,"['美食街', '曾經', '市場', '閒置', '14', '因著', '一間', '創店', '進駐', '藝文', '匯聚', '一種', '新風貌', '人潮', '人文', '塑造', '能量', '注入', '一股', '再度', '成功']"
新民老街,桃園區,沒有大廟商圈的人聲雜沓，踏上有｢桃園第一街｣之稱的老街，時間彷彿轉慢了，不如找間文青咖啡廳、傳統雜貨店，找尋老城區的舊日點滴。,"['文青', '沒有', '大廟', '人聲', '雜沓', '桃園', '之稱', '時間', '轉慢', '找間', '傳統', '雜貨店', '找尋', '區的', '日點', '老街', '商圈', '老城', '踏上', '咖啡', '不如', '第一']"
水濂洞、幽靈瀑布,復興區,受不了盛暑難耐嗎﹖就去鐵力庫部落清涼一下！超刺激的天然滑水道、壯觀奔騰的百尺高瀑布、媲美頂級水療的水濂洞，暑氣全OUT！,"['難耐', '鐵力庫', '清涼', '滑水', '壯觀', '奔騰', '頂級', '水療', '暑氣全', 'OUT', '盛暑', '百尺', '媲美', '受不了', '瀑布', '部落', '天然', '刺激', '一下']"
A8藝文中心,龜山區,所謂的藝術，從來就不是遙不可及，而是貼近於生活的存在﹔A8藝文中心帶你由賞畫、看老照片、玩手作，隨時開啟通往藝術的大門。,"['藝術', '所謂', '從來', '貼近', 'A8', '藝文', '賞畫', '玩手', '隨時', '開啟', '大門', '老照片', '通往', '不可', '而是', '中心', '生活', '存在', '不是']"
桃園光影文化館(光影二館),桃園區,高規格的放映設備，打造舒適的觀影空間，每月不只有由館方精心規劃的主題選片，還有各式靜態展覽和藝文展演，實為多功能的藝文場域。,"['展演', '高規格', '設備', '舒適', '觀影', '空間', '由館方', '規劃', '主題', '選片', '靜態', '展覽', '藝文', '實為', '藝文場域', '放映', '各式', '多功能', '精心', '每月', '打造', '只有']"
中壢光影電影館(光影一館),中壢區,透過主題選片、影人映後座談，帶你看遍世界、吸收滿滿藝術能量，逢週六還有親子電影院，全家大小一同無料觀影，開心樂無限！,"['影人', '透過', '主題', '選片', '映後座', '看遍', '滿滿', '藝術', '週六', '親子電', '無料', '觀影', '開心樂', '無限', '影院', '全家', '一同', '能量', '吸收', '大小', '世界']"
八德落羽松森林,大溪區,和炎炎夏日道別後，上千株由綠轉紅的落羽松悄然宣告秋天來臨，騎著單車伴著微涼的秋風漫步霄裡大池畔，別有一番純粹美好。,"['千株', '道別', '由綠', '轉紅', '落羽松', '來臨', '騎著', '單車', '伴著', '微涼', '秋風', '霄裡', '別有', '純粹', '炎炎夏日', '池畔', '漫步', '悄然', '秋天', '美好', '宣告', '一番']"
石門森林休閒農場,大溪區,園內種植食用香草以及地方農產，並提供導覽解說服務，旅客可於現場購買植栽、特色伴手禮，也能參與手做體驗，認識農林生活。,"['園內', '種植', '農產', '導覽解', '服務', '現場', '購買植', '伴手禮', '參與手', '體驗', '認識', '農林', '香草', '旅客', '食用', '特色', '提供', '生活', '地方', '以及']"
桃蘆坑休閒農場,蘆竹區,光看到這座水上溜滑梯，還有可愛的鵝鴨游水，你家小孩就鐵定失心瘋了！往裏頭去還有沙坑和湖畔景觀餐廳，只怕你時間不夠玩。,"['這座', '溜滑梯', '可愛的', '鐵定', '失心', '頭去', '景觀', '餐廳', '時間', '不夠', '沙坑', '游水', '湖畔', '水上', '你家', '小孩', '只怕', '看到']"
蛋寶生技不老村,平鎮區,許願亭、迷你版千本鳥居、長壽地藏尊，換上浴衣穿梭在復刻版的江戶大街，這裡就是日本！還可DIY鯉魚旗、紙傘，日系紀念品自己親手做。,"['迷你版', '浴衣', '許願亭', '千本', '鳥居', '地藏尊', '換上', '江戶', '這裡', '還可', 'DIY', '鯉魚', '紙傘', '日系', '紀念品', '親手', '刻版', '穿梭', '大街', '日本', '就是', '自己']"
侏羅紀博物館,蘆竹區,珠寶學可沒你想像得遙不可及！來到這，不但能一睹具國際博物館級水準的館藏寶石，還可以清修化石、研磨琥珀、礦坑淘寶，知性又有趣！,"['珠寶學', '得遙', '具國際', '館級', '水準', '寶石', '礦坑', '清修', '知性', '一睹', '博物', '研磨', '琥珀', '想像', '有趣', '化石', '不但', '不可']"
大溪木藝生態博物館﹣鳳飛飛故事館,大溪區,她的經典歌曲，你仍不時哼起﹔她溫暖的笑容，你猶記在心﹔館內展出多件鳳友們捐贈的珍貴收藏，想念鳳姐時，歡迎來館舍讓往事再次回味。,"['經典', '不時', '溫暖', '猶記', '館內', '鳳友們', '捐贈', '珍貴', '鳳姐', '歡迎', '來館', '哼起', '多件', '回味', '想念', '展出', '歌曲', '往事', '收藏', '笑容', '再次']"
楊梅四維商圈,楊梅區,商圈內各路美食滿滿是﹔想在咖啡廳當個偽文青放空自己、日式食堂大飲啤酒，或是一嘗銅板價中式下午茶，選擇之多，怎麼吃都不膩！,"['滿滿', '當個', '偽文青', '大飲', '一嘗', '銅板價', '選擇', '怎麼', '不膩', '日式', '下午茶', '放空', '商圈', '中式', '美食', '食堂', '各路', '咖啡', '啤酒', '或是', '自己']"
棒球名人堂,龍潭區,查理布朗站上投手丘，準備要和你來個直球對決！館內豐富又生動的互動體驗，邀請你一起來感受棒球之樂、認識輝煌的棒球黃金年代。,"['棒球', '準備', '直球', '對決', '館內', '豐富', '生動', '互動', '體驗', '邀請', '之樂', '認識輝煌', '投手', '查理', '站上', '布朗', '感受', '年代', '一起']"
粼粼波光、翩翩白影(地景藝術節白鷺鷥),楊梅區,高八米五的白鷺鷥低頭覓食，鏤空設計隨著天光雲影的變化展現不同美感﹔目前是重現埤塘文化、富岡人在地印象的重要地景。,"['八米', '白鷺鷥', '低頭', '鏤空', '設計', '隨著', '雲影', '變化', '展現', '重現', '埤塘', '富岡人', '地景', '美感', '天光', '印象', '文化', '不同', '重要', '目前']"
壢小故事森林,中壢區,百年教師宿舍活化為親子共學空間，讓學習不再只是侷限於課本，而是從講座、繪本故事、食育體驗、手作勞作，拓展孩子知識的廣度。,"['教師', '親子', '共學', '空間', '學習', '課本', '講座', '繪本', '食育', '體驗', '手作', '勞作', '知識', '廣度', '活化', '百年', '宿舍', '拓展', '故事', '不再', '孩子', '而是', '只是']"
壢景町,中壢區,館內以展示中壢的發展軌跡以及介紹台灣民主發展史為主軸，讓參觀者回到過去，找尋成長中的記憶片段，並認識歷史的重要演進。,"['發展', '館內', '中壢', '軌跡', '介紹', '台灣', '史為', '主軸', '參觀者', '過去', '尋成長', '記憶', '並認識', '歷史', '演進', '片段', '展示', '民主', '回到', '重要', '以及']"
新屋農博環境教育園區,新屋區,六大主題館舍透過生動活潑的導覽解說、手作體驗、文化藝廊等方式，傳遞環境教育的重要性﹔戶外的裝置藝術、景觀生態池，則是熱門打卡亮點。,"['打卡', '主題', '館舍', '透過', '生動', '活潑', '導覽解', '手作', '體驗', '藝廊', '傳遞', '環境', '戶外', '裝置', '藝術', '景觀', '生態', '則是', '熱門', '亮點', '六大', '重要性', '教育', '文化', '方式']"
自然接觸保養品亮點體驗園,楊梅區,秉持天然並結合高端萃取技術，為愛美的你研發出具品質保證的美麗法寶，了解產品製程之餘，還能體驗異國服飾，讓你大秀華麗！,"['並結合', '技術', '美的', '研發', '品質', '保證', '美麗法', '還能', '體驗', '異國', '服飾', '大秀華麗', '秉持', '萃取', '出具', '高端', '天然', '了解']"
Xpark 八景島水族館,中壢區,不用出國！橫濱八景島首設海外分館，13大主題展區以萬花筒般的絢爛燈光與久石讓打造的專屬音樂，帶你沉浸奇幻無比的水生世界。,"['花筒', '出國', '橫濱', '島首設', '分館', '13', '大主題', '展區', '絢爛', '燈光', '專屬', '音樂', '無比', '奇幻', '八景', '沉浸', '水生', '打造', '般的', '不用', '海外', '世界']"
桃園新光影城,中壢區,引進全台首座杜比影院，不僅以超奢華放映設備打造觀影新高度，還搭配天王按摩椅、五星級電動床組，連身體也享受極致放鬆。,"['按摩椅', '杜比', '引進', '不僅', '以超', '奢華', '設備', '觀影', '電動', '床組', '連身體', '極致', '全台', '首座', '放映', '影院', '五星', '搭配', '天王', '打造', '享受', '高度']"
大溪木藝生態博物館﹣木生活館,大溪區,昔日的蔣公行館，改造為展示木職人作品和開放旅客木工體驗的創作空間，歡迎來到木藝的美妙世界，雋刻屬於你的大溪旅遊日記。,"['木職', '開放', '體驗', '創作', '空間', '歡迎', '木藝', '雋刻屬', '旅遊', '日記', '公行', '大溪', '木工', '美妙', '旅客', '昔日', '展示', '改造', '作品', '世界']"
利百代彩筆文創館,桃園區,文創文具挑動你的文青神經、復古大街絕版商品給你滿滿回憶殺、彩繪DIY讓每個人都是大藝術家，最後再去義式餐館填飽胃，大人小孩都滿意。,"['青神', '文創', '挑動', '絕版', '給你滿', '回憶', '彩繪', 'DIY', '每個', '大藝術家', '最後再', '義式', '餐館', '填飽胃', '滿意', '文具', '小孩', '大街', '大人', '商品']"
雄獅文具想像力製造所,龍潭區,你今天的心情是莫蘭迪綠，還是法拉利紅﹖來調製你的專屬彩色筆、染印送給家人的抱枕，揮灑你的想像力成就你的美好旅行回憶！,"['莫蘭迪綠', '還是', '染印', '送給', '揮灑', '回憶', '法拉利', '想像力', '旅行', '彩色', '美好', '家人', '成就', '心情', '今天']"
勝昌中草藥探索館,中壢區,那些名字千奇百怪的中藥材，到底對身體有什麼幫助﹖有趣的闖關活動帶你認識實物，讓你變身小小李時珍，不再川芎當歸傻傻分不清楚！,"['中藥材', '身體', '什麼', '幫助', '闖關', '活動', '認識', '實物', '變身', '李時珍', '當歸', '分不清楚', '傻傻', '千奇百怪', '川芎', '小小', '有趣', '名字', '到底', '不再', '那些']"
崙坪文化地景園區,觀音區,小松鼠正邀你一同在這座6.3公頃的綠地盡情跑跳，然後在竹編龜殼劇場做白日夢、最後嚐個梅干扣肉、逛逛客家文創好物，不跟上太可惜！,"['扣肉', '跑跳', '正邀', '這座', '6.3', '公頃', '綠地', '盡情', '然後在', '編龜殼', '劇場', '文創', '好物', '客家', '逛逛', '松鼠', '白日', '跟上', '一同', '可惜']"
鍾肇政文學生活園區,龍潭區,沉浸國寶文學家-鍾肇政寫作多部經典鉅作的孕育之地，再走訪臨近的龍元宮、龍潭市場、龍潭大池，原來龍潭的文學味比你想得還濃。,"['龍潭', '國寶文學家', '肇政寫', '經典鉅作', '走訪', '臨近', '龍元宮', '市場', '龍潭大池', '原來', '文學味', '還濃', '多部', '沉浸', '孕育', '之地']"
手信霧隱城,龍潭區,以日本江戶時代為背景，打造出霧隱城城廓及江戶老街城下町的樣貌，帶領遊客進到城裡，一探幕府將軍與和菓子的能量秘密。,"['江戶', '時代為', '隱城', '城廓', '樣貌', '領遊客', '進到', '城裡', '將軍與', '老街', '打造出', '一探', '幕府', '城下', '能量', '秘密', '背景', '日本']"
新屋石滬故事館,新屋區,原為警察哨所及宿舍的蚵一哨所，經重新改造轉型後，以寓教於樂的方式，傳承新屋百年石滬文化，並提供旅客石滬修築體驗。,"['石滬', '哨所', '原為', '轉型', '以寓', '傳承', '修築', '體驗', '新屋', '旅客', '百年', '宿舍', '警察', '改造', '重新', '文化', '方式', '提供']"
草漯沙丘觀音展示館,觀音區,你聽過饅頭丘、陰影丘、前列沙丘嗎？讓我們一起走入草漯沙丘的奇妙世界，尋找沙灘、夕陽、風車的絕美密境，彷彿置身於撒哈拉沙漠，等著你來揭開它的神秘面紗！,"['沙丘', '聽過', '饅頭', '陰影丘', '我們', '尋找', '沙灘', '夕陽', '風車', '絕美密境', '揭開', '面紗', '置身', '撒哈拉沙漠', '奇妙', '走入', '前列', '神秘', '一起', '世界']"
海洋客家牽罟文化館,新屋區,想當一日海客嗎？全國首座「海洋客家牽罟文化館」，帶您體驗傳統牽罟捕魚，緬懷先人與海共生的智慧，品嚐道地牽罟風味餐，是盛夏絕不能錯過的衝浪聖地！,"['想當', '全國', '體驗', '傳統', '捕魚', '緬懷', '品嚐', '風味餐', '錯過', '衝浪', '聖地', '客家', '首座', '海客', '盛夏', '先人', '共生', '智慧', '一日', '海洋', '文化', '不能']"
新屋濱海植物園,新屋區,發現新秘境，玩出新知識！開啟「新屋濱海植物園」APP互動遊戲，讓你一邊玩、一邊長知識，探索大自然的奧妙，快來挑戰尋寶的樂趣吧！,"['知識', '一邊', '發現', '秘境', '開啟', '濱海', 'APP', '互動', '遊戲', '奧妙', '快來', '挑戰', '尋寶的', '樂趣', '新屋', '出新', '大自然', '探索', '植物']"
藻礁生態環境教室,新屋區,想要與觀新藻礁譜一場千年之戀嗎？認識10年才長1公分的海洋生物育嬰房，走～由專業海岸生態解說員帶您一起去探索！,"['觀新藻', '一場', '之戀', '認識', '育嬰房', '專業', '生態', '解說員帶', '公分', '海洋生物', '千年', '海岸', '探索', '想要', '一起']"
鑊篤陂塘生態公園,平鎮區,漫步在公園，徜徉在和大自然共處的美好時光，週邊景色讓人心曠神怡！陂塘豐富的生態環境、樹林間有趣的地景溜滑梯，是都市中難得的世外桃源、親子遊憩的好去處。,"['公園', '共處', '時光', '週邊', '曠神怡', '豐富', '生態', '環境', '樹林間', '地景', '溜滑梯', '中難', '親子', '遊憩', '陂塘', '徜徉', '世外桃源', '漫步', '都市', '大自然', '景色', '美好', '有趣', '人心']"
巧虎夢想樂園,中壢區,五大區域﹣「琪琪夢想體驗城」、「巧虎繽紛大球池」、「妙妙未來實驗室」、「海洋世界舞台」和「桃樂比互動遊戲區」，讓孩子們玩得快樂同時培養智能。,"['琪琪', '妙妙', '區域', '夢想', '體驗城', '巧虎繽紛', '大球池', '未來', '實驗室', '桃樂', '互動遊', '戲區', '快樂', '同時', '培養', '世界舞台', '五大', '智能', '海洋', '孩子']"
Global Mall 桃園A19,中壢區,捷運到站就到店，從料理教室、親子樂園、舒壓按摩、美味餐館到生活用品一應俱全，滿足消費者購物、聚餐、體驗、娛樂休閒全方位需求。,"['捷運到', '親子', '樂園', '舒壓', '餐館', '一應', '滿足', '消費者', '購物', '體驗', '娛樂', '休閒', '聚餐', '俱全', '生活用品', '美味', '料理', '全方位', '教室', '按摩', '需求']"
永安海螺文化體驗園區,新屋區,主體建築擷取海螺，中庭的地景藝術，則是以客家吹海螺的聲音為發想，附屬建物則是融入捕漁的客家石塭，整體園區頗具海客風情。,"['則是', '客家', '海螺', '建物', '主體', '建築', '擷取', '地景', '藝術', '聲音', '發想', '附屬', '捕漁', '整體', '園區', '風情', '中庭', '海客', '融入']"
十一份觀光文化園區,龍潭區,前身為人聲鼎沸的佳安市場，而現在她將繼續延伸生命力，結合藝術、零塑、有機、自然生態等多元樣貌，為十一份這個地區注入新的活力。,"['人聲', '佳安市場', '而現', '將繼續', '結合', '藝術', '零塑', '有機', '生態', '樣貌', '這個', '地區', '鼎沸', '生命力', '多元', '前身', '活力', '延伸', '注入', '一份', '自然']"
1895乙未保台紀念公園,平鎮區,有如以色列哭牆的｢乙未之環｣，開門見山地將公園注入歷史意涵，旅人走讀客家義民為保育鄉土的四大戰役不惜壯烈犧牲，心中必是滿滿感懷。,"['乙未', '哭牆', '之環', '開門', '將公園', '歷史', '意涵', '走讀', '義民為', '鄉土', '戰役', '壯烈', '犧牲', '滿滿', '感懷', '保育', '旅人', '客家', '有如', '必是', '不惜', '以色列', '四大', '注入', '山地', '心中']"
異域故事館,平鎮區,「異域孤軍」這個鮮為人知的部隊，在遙遠的金三角莽荒叢林裡拼搏30餘年，「異域故事館」保存了「異域孤軍」的悲壯歷史，讓這段故事永久流傳下去。,"['異域', '故事', '這個', '鮮為', '人知', '部隊', '遙遠', '莽荒', '叢林裡', '30', '餘年', '悲壯', '歷史', '這段', '流傳', '金三角', '拼搏', '永久', '保存', '下去']"
大溪落羽松公園,大溪區,每年秋冬之際，大溪落羽松大道的落羽松葉由金黃轉為緋紅時，總吸引許多遊客到此體驗有濃濃異國情調的自然美景。,"['之際', '落羽松', '落羽', '松葉', '金黃', '轉為', '緋紅時', '許多遊', '客到', '此體驗', '濃濃異國', '情調', '大溪', '美景', '秋冬', '大道', '吸引', '每年', '自然']"
楊梅故事園區,楊梅區,楊梅故事園區前身為「楊梅國中校長及教職員宿舍群」，園區內共有3棟建築，分別傳遞民間興學、自力建校、客家尊崇學風的人文精神。,"['園區', '人文精神', '楊梅', '楊梅國', '職員', '建築', '分別', '遞民間', '興學', '學風', '自力', '建校', '客家', '中校', '尊崇', '宿舍', '前身', '故事', '共有']"
